Worker;Subclass;Infraclass;Superorder;Order;Suborder;Superfamily;Family;ONG;Genus;ONS;Species;Name;Ecology;Section;Sample;Height;Lithology;StrSeq;StrSeq_sub;Age;Coll. No.;No. of rock sample;No. of specimen;BNM;LV;RV;Length;Height;L/H;Gsize;LN
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Tambanella;;stetteneckensis;Tambanella stetteneckensis;stationary, epifaunal suspension feeder ;Balest;BA231;65,9;Dolomite;Lo4;Lo4_01;-253,174;;BA231.16a;BA231.16a.05;;;1;9;5,9;1,50;7,30;2,00
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Tambanella;;stetteneckensis;Tambanella stetteneckensis;stationary, epifaunal suspension feeder ;Balest;BA231;65,9;Dolomite;Lo4;Lo4_01;-253,174;MLCS 193;BA231.21;BA231.21.01;;;1;10,9;7,2;1,50;8,90;2,20
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Tambanella;;stetteneckensis;Tambanella stetteneckensis;stationary, epifaunal suspension feeder ;Balest;BA231;65,9;Dolomite;Lo4;Lo4_01;-253,174;MLCS 2355;BA231.280;BA231.280.01;;;1;15,2;9,9;1,50;12,30;2,50
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;peracuta;Towapteria peracuta;stationary, epifaunal suspension feeder;Balest;BA014;1,1;Dolomite;Lo3;Lo3_01;-254;;BA14.3;BA14.3.2;;;1;3,3;2,3;1,50;2,70;1,00
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;peracuta;Towapteria peracuta;stationary, epifaunal suspension feeder;Balest;BA014;1,1;Dolomite;Lo3;Lo3_01;-254;;;BA14.38.9;;1;;3,6;2,3;1,50;2,90;1,10
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;peracuta;Towapteria peracuta;stationary, epifaunal suspension feeder;Balest;BA014;1,1;Dolomite;Lo3;Lo3_01;-254;;;BA14.9.14;;;1;4,9;3,3;1,50;4,00;1,40
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;peracuta;Towapteria peracuta;stationary, epifaunal suspension feeder;Balest;BA014;1,1;Dolomite;Lo3;Lo3_01;-254;MLCS 35;BA14.35a;BA14.35a.1;;1;;5,2;3,5;1,50;4,30;1,50
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;peracuta;Towapteria peracuta;stationary, epifaunal suspension feeder;Balest;BA014;1,1;Dolomite;Lo3;Lo3_01;-254;;BA14.33;BA14.33.2;;1;;5,2;3,6;1,50;4,30;1,50
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;peracuta;Towapteria peracuta;stationary, epifaunal suspension feeder;Balest;BA014;1,1;Dolomite;Lo3;Lo3_01;-254;;BA14.55;BA14.55.2;;1;;5,5;3,6;1,50;4,50;1,50
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;peracuta;Towapteria peracuta;stationary, epifaunal suspension feeder;Balest;BA014;1,1;Dolomite;Lo3;Lo3_01;-254;MLCS 11;BA14.11a;BA14.11a.1;;;1;5,5;3,7;1,50;4,50;1,50
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;peracuta;Towapteria peracuta;stationary, epifaunal suspension feeder;Balest;BA014;1,1;Dolomite;Lo3;Lo3_01;-254;MLCS 37;BA14.37;BA14.37.1;;1;;5,8;3,8;1,50;4,70;1,50
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;peracuta;Towapteria peracuta;stationary, epifaunal suspension feeder;Balest;BA014;1,1;Dolomite;Lo3;Lo3_01;-254;;;BA14.8.11;;;1;5,9;3,9;1,50;4,80;1,60
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;peracuta;Towapteria peracuta;stationary, epifaunal suspension feeder;Balest;BA014;1,1;Dolomite;Lo3;Lo3_01;-254;MLCS 17;BA14.17;BA14.17.1;;1;;6;3,9;1,50;4,80;1,60
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;peracuta;Towapteria peracuta;stationary, epifaunal suspension feeder;Balest;BA014;1,1;Dolomite;Lo3;Lo3_01;-254;;;BA14.34.26;;1;;6,1;4,1;1,50;5,00;1,60
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;peracuta;Towapteria peracuta;stationary, epifaunal suspension feeder;Balest;BA014;1,1;Dolomite;Lo3;Lo3_01;-254;;;BA14.51.3;;1;;6,3;4,2;1,50;5,20;1,60
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;peracuta;Towapteria peracuta;stationary, epifaunal suspension feeder;Balest;BA014;1,1;Dolomite;Lo3;Lo3_01;-254;;;BA14.10.4;;;1;6,4;4,2;1,50;5,20;1,60
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;peracuta;Towapteria peracuta;stationary, epifaunal suspension feeder;Balest;BA014;1,1;Dolomite;Lo3;Lo3_01;-254;;;BA14.37.7;;1;;6,8;4,5;1,50;5,60;1,70
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;peracuta;Towapteria peracuta;stationary, epifaunal suspension feeder;Balest;BA014;1,1;Dolomite;Lo3;Lo3_01;-254;;;BA14.49.4;;1;;7,1;4,6;1,50;5,70;1,70
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;peracuta;Towapteria peracuta;stationary, epifaunal suspension feeder;Balest;BA014;1,1;Dolomite;Lo3;Lo3_01;-254;;;BA14.39.13;;1;;7,5;4,9;1,50;6,10;1,80
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;peracuta;Towapteria peracuta;stationary, epifaunal suspension feeder;Balest;BA014;1,1;Dolomite;Lo3;Lo3_01;-254;;;BA14.61.25;;1;;7,8;5,1;1,50;6,30;1,80
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;peracuta;Towapteria peracuta;stationary, epifaunal suspension feeder;Balest;BA014;1,1;Dolomite;Lo3;Lo3_01;-254;;;BA14.12.56;;;1;8,4;5,4;1,50;6,80;1,90
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;peracuta;Towapteria peracuta;stationary, epifaunal suspension feeder;Balest;BA014;1,1;Dolomite;Lo3;Lo3_01;-254;;;BA14.10.9;;;1;8,9;5,9;1,50;7,20;2,00
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;peracuta;Towapteria peracuta;stationary, epifaunal suspension feeder;Balest;BA150;24,15;Dolomite;Lo3;Lo3_02;-254;MLCS 115;BA150.18;BA150.18.01;;1;;9,1;5,9;1,50;7,30;2,00
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;peracuta;Towapteria peracuta;stationary, epifaunal suspension feeder;Balest;BA014;1,1;Dolomite;Lo3;Lo3_01;-254;;BA14.38;BA14.38.5;;1;;9,1;6,1;1,50;7,40;2,00
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;peracuta;Towapteria peracuta;stationary, epifaunal suspension feeder;Balest;BA461;110,7;Limestone;Lo4;Lo4_03;-253,174;;BA461.192;BA461.192.02;;1;;7,8;5,1;1,50;6,30;1,80
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;peracuta;Towapteria peracuta;stationary, epifaunal suspension feeder;Balest;BA461;110,7;Limestone;Lo4;Lo4_03;-253,174;MLCS 2114;BA461.232;BA461.232.01;;1;;12,7;8,5;1,50;10,40;2,30
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;peracuta;Towapteria peracuta;stationary, epifaunal suspension feeder;Balest;BA461;110,7;Limestone;Lo4;Lo4_03;-253,174;MLCS 2120;BA461.238;BA461.238.01;;1;;13,5;9;1,50;11,00;2,40
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;peracuta;Towapteria peracuta;stationary, epifaunal suspension feeder;Balest;BA713;145,4;Marl;Lo5;Lo5_03;-252,337;MLCS 703;BA713.17;BA713.17.01;;1;;8,3;5,5;1,50;6,80;1,90
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;peracuta;Towapteria peracuta;stationary, epifaunal suspension feeder;Balest;BA713;145,4;Marl;Lo5;Lo5_03;-252,337;MLCS 700;BA713.14;BA713.14.01;;1;;8,8;6;1,50;7,30;2,00
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;peracuta;Towapteria peracuta;stationary, epifaunal suspension feeder;Balest;BA713;145,4;Marl;Lo5;Lo5_03;-252,337;MLCS 692;BA713.06;BA713.06.01;;1;;8,9;5,9;1,50;7,20;2,00
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;peracuta;Towapteria peracuta;stationary, epifaunal suspension feeder;Balest;BA713;145,4;Marl;Lo5;Lo5_03;-252,337;MLCS 697;BA713.11;BA713.11.01;;1;;9,7;6,4;1,50;7,90;2,10
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;peracuta;Towapteria peracuta;stationary, epifaunal suspension feeder;Preroman;PR3.117;19,25;Limestone;Lo5;Lo5_01;-252,337;MLCS 1325;PR3.117.10;;;1;;4,9;3,4;1,50;4,10;1,40
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;peracuta;Towapteria peracuta;stationary, epifaunal suspension feeder;Preroman;PR3.117;19,25;Limestone;Lo5;Lo5_01;-252,337;MLCS 1321;PR3.117.06;;;1;;5,7;3,8;1,50;4,60;1,50
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;peracuta;Towapteria peracuta;stationary, epifaunal suspension feeder;Preroman;PR3.117;19,25;Limestone;Lo5;Lo5_01;-252,337;MLCS 1322;PR3.117.07;;;1;;6,3;4,2;1,50;5,20;1,60
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;peracuta;Towapteria peracuta;stationary, epifaunal suspension feeder;Preroman;PR3.117;19,25;Limestone;Lo5;Lo5_01;-252,337;MLCS 1319;PR3.117.04;;;1;;6,4;4,3;1,50;5,20;1,70
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;peracuta;Towapteria peracuta;stationary, epifaunal suspension feeder;Preroman;PR3.117;19,25;Limestone;Lo5;Lo5_01;-252,337;MLCS 1328;PR3.117.13;;;1;;6,5;4,5;1,50;5,40;1,70
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;scythica;Towapteria scythica;;Balest;BA.MMb.105;38;;In1;;-251,771;1;27;;;1;;3,4;2,3;1,50;2,80;1,00
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;scythica;Towapteria scythica;;Balest;BA.MMb.105;38;;In1;;-251,771;3;14;;;1;;3,6;2,4;1,50;2,90;1,10
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;scythica;Towapteria scythica;;Balest;BA.MMb.105;38;;In1;;-251,771;1;37;;;1;;3,8;2,6;1,50;3,10;1,10
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;scythica;Towapteria scythica;;Balest;BA.MMb.105;38;;In1;;-251,771;2;24;;;1;;4,2;2,8;1,50;3,40;1,20
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;scythica;Towapteria scythica;;Balest;BA.MMb.105;38;;In1;;-251,771;10;10;;;1;;4,3;2,8;1,50;3,50;1,20
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;scythica;Towapteria scythica;;Balest;BA.MMb.105;38;;In1;;-251,771;9;28;;;;1;4,4;3;1,50;3,60;1,30
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;scythica;Towapteria scythica;stationary, epifaunal suspension feeder;Balest;Float;154,2;NA;In1;In1_01;-251,771;;;BAMMb.04.03;;1;;4,5;3;1,50;3,70;1,30
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;scythica;Towapteria scythica;;Balest;BA.MMb.105;38;;In1;;-251,771;2;6;;;1;;4,5;3;1,50;3,70;1,30
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;scythica;Towapteria scythica;;Balest;BA.MMb.105;38;;In1;;-251,771;8;66;;;1;;4,7;3,2;1,50;3,90;1,40
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;scythica;Towapteria scythica;stationary, epifaunal suspension feeder;Balest;Float;154,2;NA;In1;In1_01;-251,771;;BAMMB.01c;BAMMb.01c.01;;1;;5;3,4;1,50;4,10;1,40
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;scythica;Towapteria scythica;;Balest;BA.MMb.105;38;;In1;;-251,771;5;7;;;1;;5,3;3,5;1,50;4,30;1,50
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;scythica;Towapteria scythica;;Balest;BA.MMb.105;38;;In1;;-251,771;4;32;;;;1;5,3;3,6;1,50;4,40;1,50
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;scythica;Towapteria scythica;;Balest;BA.MMb.105;38;;In1;;-251,771;7;8;;;;1;5,4;3,7;1,50;4,50;1,50
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;scythica;Towapteria scythica;stationary, epifaunal suspension feeder;Balest;Float;154,2;NA;In1;In1_01;-251,771;;BAMMb.01b;BAMMb.01b.01;;1;;5,5;3,6;1,50;4,40;1,50
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;scythica;Towapteria scythica;;Balest;BA.MMb.105;38;;In1;;-251,771;3;15;;;1;;5,6;3,8;1,50;4,60;1,50
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;scythica;Towapteria scythica;;Balest;BA.MMb.105;38;;In1;;-251,771;11;23;;;1;;5,9;3,9;1,50;4,80;1,60
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;scythica;Towapteria scythica;;Balest;BA.MMb.105;38;;In1;;-251,771;3;92;;;1;;6,2;4,1;1,50;5,00;1,60
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;scythica;Towapteria scythica;stationary, epifaunal suspension feeder;Balest;Float;154,2;NA;In1;In1_01;-251,771;MLCS 2263;BAMMb.04;BAMMb.04.01;;1;;6,5;4,4;1,50;5,30;1,70
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;scythica;Towapteria scythica;stationary, epifaunal suspension feeder;Balest;Float;154,2;NA;In1;In1_01;-251,771;MLCS 2267;BAMMb.08;BAMMb.08.01;;1;;6,6;4,5;1,50;5,40;1,70
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;scythica;Towapteria scythica;stationary, epifaunal suspension feeder;Balest;Float;154,2;NA;In1;In1_01;-251,771;MLCS 2260;BAMMb.01a;BAMMb.01a.01;;1;;7,3;5;1,50;6,00;1,80
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;scythica;Towapteria scythica;;Balest;BA.MMb.105;38;;In1;;-251,771;1;4;;;1;;8,3;5,5;1,50;6,80;1,90
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;scythica;Towapteria scythica;;Balest;BA.MMb.105;38;;In1;;-251,771;1;28;;;1;;8,4;5,6;1,50;6,90;1,90
Hautmann von Hofmann et al. (2015);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;Rosengarten;RG43;;;In2;;-251,39;RG43-UC-1;;;;1;;18,2;12,5;1,50;15,10;2,70
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;fassaensis;Unionites fassaensis;;Balest;BA.MMb.105;38;;In1;;-251,771;5;35;;;;1;5;3,3;1,50;4,10;1,40
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;fassaensis;Unionites fassaensis;;Balest;BA.MMb.105;38;;In1;;-251,771;3;97;;;1;;5,6;3,7;1,50;4,60;1,50
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;fassaensis;Unionites fassaensis;;Balest;BA.MMb.105;38;;In1;;-251,771;10;34;;;;1;5,8;3,8;1,50;4,70;1,50
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;fassaensis;Unionites fassaensis;;Balest;BA.MMb.105;38;;In1;;-251,771;3;77;;;;1;5,9;3,9;1,50;4,80;1,60
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;fassaensis;Unionites fassaensis;;Balest;BA.MMb.105;38;;In1;;-251,771;3;2;;;1;;6,4;4,2;1,50;5,20;1,60
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;fassaensis;Unionites fassaensis;;Balest;BA.MMb.105;38;;In1;;-251,771;11;105;;;;1;6,7;4,4;1,50;5,40;1,70
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;fassaensis;Unionites fassaensis;;Balest;BA.MMb.105;38;;In1;;-251,771;12;58;;;1;;7,1;4,9;1,50;5,90;1,80
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;fassaensis;Unionites fassaensis;;Balest;BA.MMb.105;38;;In1;;-251,771;3;75;;;1;;7,5;4,9;1,50;6,10;1,80
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;fassaensis;Unionites fassaensis;;Balest;BA.MMb.105;38;;In1;;-251,771;6;7;;;1;;7,6;5,2;1,50;6,30;1,80
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;fassaensis;Unionites fassaensis;;Balest;BA.MMb.105;38;;In1;;-251,771;11;101;;;;1;7,7;5,1;1,50;6,20;1,80
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;fassaensis;Unionites fassaensis;;Balest;BA.MMb.105;38;;In1;;-251,771;2;99;;;;1;7,9;5,2;1,50;6,40;1,90
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;fassaensis;Unionites fassaensis;;Balest;BA.MMb.105;38;;In1;;-251,771;11;82;;;1;;8,3;5,4;1,50;6,70;1,90
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;fassaensis;Unionites fassaensis;;Balest;BA.MMb.105;38;;In1;;-251,771;1;56;;;1;;8,7;5,8;1,50;7,10;2,00
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;fassaensis;Unionites fassaensis;;Balest;BA.MMb.105;38;;In1;;-251,771;7;32;;;;1;8,7;5,9;1,50;7,20;2,00
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;fassaensis;Unionites fassaensis;;Balest;BA.MMb.105;38;;In1;;-251,771;11;87;;;1;;8,8;5,7;1,50;7,10;2,00
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;fassaensis;Unionites fassaensis;;Balest;BA.MMb.105;38;;In1;;-251,771;1;9;;;;1;8,8;5,9;1,50;7,20;2,00
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;fassaensis;Unionites fassaensis;;Balest;BA.MMb.105;38;;In1;;-251,771;1;80;;;;1;8,9;5,8;1,50;7,20;2,00
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;fassaensis;Unionites fassaensis;;Balest;BA.MMb.105;38;;In1;;-251,771;8;77;;;1;;8,9;6;1,50;7,30;2,00
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;fassaensis;Unionites fassaensis;;Balest;BA.MMb.105;38;;In1;;-251,771;1;17;;;1;;9;5,9;1,50;7,30;2,00
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;fassaensis;Unionites fassaensis;;Balest;BA.MMb.105;38;;In1;;-251,771;3;18;;;;1;10,1;6,9;1,50;8,30;2,10
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;fassaensis;Unionites fassaensis;;Balest;BA.MMb.105;38;;In1;;-251,771;2;8;;;;1;10,4;7,1;1,50;8,60;2,20
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;fassaensis;Unionites fassaensis;;Balest;BA.MMb.105;38;;In1;;-251,771;4;16;;;1;;10,5;6,8;1,50;8,40;2,10
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;fassaensis;Unionites fassaensis;;Balest;BA.MMb.105;38;;In1;;-251,771;3;31;;;;1;10,7;7,1;1,50;8,70;2,20
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;fassaensis;Unionites fassaensis;;Balest;BA.MMb.105;38;;In1;;-251,771;2;100;;;;1;10,8;7,3;1,50;8,90;2,20
Hautmann von Hofmann et al. (2015);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;fassaensis;Unionites fassaensis;;L'Om picol;LOP2;;;In2;;-251,39;LOP2-UF-4;;;;1;;22;14,6;1,50;17,90;2,90
